poste,territoire_compare,territoire_reference,periode_ancrage,ecart_fisher_pct,methode,periode_enquete,source_ecsp
alimentation,D972,FM,2022-04-01,40.0,Fisher,mars-avril 2022,https://www.insee.fr/fr/statistiques/7649202
